"rearn","tearn","ssi","welfare","charity","sex","race","immig","educ_r","r_age","workmos","workhrs"
-5,-5,0,0,0,1,4,1,3,38,12,20
19200,0,0,0,0,1,3,1,NA,54,12,40
0,50000,0,0,0,1,3,0,4,30,12,25
26000,0,0,0,0,2,3,0,2,27,12,40
2000,35000,0,0,0,2,2,0,3,21,12,45
-5,0,0,0,0,1,4,NA,4,55,12,40
27500,0,0,0,0,2,3,0,1,37,11,40
0,0,1,0,0,2,2,1,1,47,0,0
0,8000,1,0,0,2,3,0,3,45,5,30
0,20000,0,0,0,2,1,1,3,51,10,40
35000,0,0,0,0,1,2,0,3,34,12,42.2999992370605
24000,0,0,1,0,1,2,0,4,36,12,40
0,7200,0,1,0,2,1,0,2,25,6,40
7500,-5,0,0,0,2,1,1,4,54,12,42.2999992370605
10000,400,0,0,0,2,3,1,2,31,12,16
80000,0,0,0,0,2,2,1,3,32,12,50
-5,0,0,1,0,2,3,0,1,33,1,40
17500,0,0,0,0,2,1,0,2,39,1,40
30000,0,0,0,0,1,3,1,2,47,11,38
3540,0,0,1,0,2,3,1,1,34,3,40
60000,30000,0,0,0,1,4,1,4,46,12,40
11592,0,0,0,0,2,2,1,1,41,12,41
33000,0,0,0,0,2,3,0,4,45,12,37
50000,90000,0,0,0,2,4,1,4,30,12,50
50000,0,0,0,0,2,2,0,4,30,12,40
14000,0,0,0,0,2,3,1,1,42,11,42.2999992370605
3600,0,0,0,0,2,3,1,3,35,12,30
19000,0,0,0,0,2,2,0,3,22,10,40
500,18000,0,0,0,1,4,1,1,41,12,40
45000,55000,0,0,0,2,1,0,2,45,12,40
69000,0,0,0,0,2,2,0,3,38,12,40
20000,27000,0,0,0,2,3,0,3,38,12,80
30000,30000,0,0,0,1,1,1,4,27,12,40
12000,0,0,0,0,2,3,1,1,38,12,40
20000,50000,0,0,0,2,1,0,4,44,12,40
32000,35000,0,0,0,2,2,1,3,40,12,40
0,95000,0,0,0,2,1,0,4,42,12,42
26880,0,1,0,0,2,2,0,2,33,12,30
0,24000,0,0,0,2,3,1,2,31,12,40
0,0,0,1,0,1,2,0,1,51,0,0
0,28000,0,0,0,2,1,0,3,53,12,37
7000,27000,0,0,0,2,3,0,3,26,12,40
500000,60000,0,0,0,1,2,0,4,50,12,60
21000,0,0,0,1,2,2,1,4,40,4,40
18000,22000,0,0,0,2,3,1,2,25,12,50
100000,50000,0,0,0,1,2,1,4,45,12,40
22000,30000,0,0,0,2,2,NA,1,40,12,72
-5,-5,0,0,0,1,4,1,4,39,12,50
0,70000,0,0,0,1,4,1,4,47,12,37
35000,35000,0,0,0,2,3,1,1,37,12,40
14000,0,0,0,0,2,2,0,2,36,6,32
6000,6000,0,0,0,1,4,1,2,45,8,50
8100,15600,0,0,0,2,3,0,1,25,12,40
6960,0,0,0,0,2,3,1,1,25,2,40
0,0,0,1,0,2,3,1,1,34,0,0
40000,65000,0,0,0,1,2,0,2,37,12,9
0,0,1,1,0,2,2,0,1,58,0,0
75000,100000,0,0,0,2,2,0,4,28,12,45
32000,0,0,0,0,1,3,0,3,35,12,40
7500,0,0,1,0,2,3,1,2,28,11,40
-5,-5,0,0,0,1,3,1,1,25,11,40
18000,0,0,0,0,2,2,1,2,45,12,60
50000,4800,0,0,0,1,3,0,2,48,12,40
3000,15000,0,0,0,2,3,0,2,28,12,40
14400,0,0,1,0,1,NA,NA,2,34,6,50
7500,45000,0,0,0,2,1,0,3,46,12,40
0,70000,0,0,0,2,1,0,4,47,12,50
-5,0,0,0,0,2,3,1,1,57,12,48
54000,70000,0,0,0,1,4,1,4,52,12,42.2999992370605
40000,40000,0,0,0,2,4,1,4,41.3242301940918,12,27
16000,50000,0,0,0,2,2,0,3,27,12,40
17500,-5,0,0,0,1,2,1,3,30,12,35
40000,0,0,0,0,1,1,0,4,51,7,35
8000,10000,0,0,1,2,4,1,2,36,12,40
0,17500,0,0,0,1,3,0,1,23,12,40
7500,0,0,0,0,2,4,1,2,43,11,24
7500,-5,0,0,0,1,2,1,2,38,6,42.2999992370605
-5,0,0,0,0,1,1,0,4,45,12,40
0,50000,0,0,0,2,1,0,2,35,12,40
35000,45000,0,0,0,2,2,1,3,33,12,42.2999992370605
31700,0,0,0,0,2,3,0,4,42,12,37
30000,0,0,0,0,2,2,1,3,38,12,40
-5,-5,0,0,0,2,1,0,4,41.3242301940918,12,50
6000,50000,0,0,0,2,2,0,3,23,12,40
45000,-5,0,0,0,2,2,0,4,38,10,34
7000,-5,0,0,0,1,2,1,3,40,7,40
0,0,0,0,0,2,4,0,2,28,0,0
0,0,0,0,0,2,3,0,1,40,0,0
15000,31000,0,0,0,1,3,1,1,48,11,40
0,0,0,0,0,2,4,1,3,51,0,0
0,-9,0,0,0,1,2,0,2,35,0,0
58000,0,0,0,0,2,3,0,3,31,12,40
0,0,0,0,0,1,3,0,2,54,0,0
0,0,0,0,0,2,1,0,2,69,0,0
31000,0,0,0,0,1,3,1,3,48,12,40
35000,40000,0,0,0,2,2,1,3,41.3242301940918,12,40
12500,35000,0,0,0,2,3,0,2,44,12,40
40000,39000,0,0,0,2,1,1,3,41,12,40
7200,0,0,1,0,2,3,1,4,32,12,40
40000,40000,0,0,0,2,1,NA,4,41.3242301940918,12,50
90000,8000,0,0,0,1,1,1,4,41,10,45
9000,0,0,0,0,2,3,1,4,39,12,40
54000,70000,0,0,0,2,2,1,2,40,12,36
43000,0,0,0,0,2,2,0,4,53,12,40
0,16800,0,0,0,2,3,1,1,25,12,40
250000,0,0,0,0,1,1,0,3,35,12,70
18000,-5,0,0,0,1,4,0,1,58,12,42.2999992370605
40000,35000,0,0,0,2,2,0,4,40,12,54
1280,300,0,0,0,2,3,1,1,19,6,42.2999992370605
23000,0,0,0,0,2,3,0,3,22,12,37
-5,-5,0,0,0,2,4,1,4,41.3242301940918,12,40
0,700000,0,0,0,2,1,0,4,44,12,60
0,30000,0,0,0,2,1,1,3,37,12,50
45000,50000,0,0,0,1,1,0,4,28,11,37
26000,0,0,0,1,2,3,0,2,39,11,40
60000,40000,0,0,0,1,3,1,4,38,12,40
9600,-5,0,0,0,2,3,1,1,40,12,35
0,-5,0,0,0,2,1,0,2,33,12,40
55000,0,0,0,0,2,1,0,3,47,12,40
65000,150000,0,0,0,2,1,0,4,39,12,55
30000,0,0,0,0,2,2,0,3,37,12,37
0,48000,0,0,0,2,2,0,2,31,12,45
80000,0,0,0,0,1,4,0,2,18,12,60
0,0,0,0,0,2,2,0,4,41.3242301940918,0,0
0,0,0,1,0,2,3,0,1,26,0,0
17000,28000,0,0,0,2,3,0,3,33,12,35
25000,0,0,0,0,1,2,1,4,48,12,42.2999992370605
30000,55000,0,0,0,2,3,0,2,26,12,55
45000,0,0,0,0,2,2,1,4,45,10,36
40000,45000,0,0,0,2,3,1,2,33,12,40
0,0,0,0,0,2,3,0,3,34,0,0
-5,-5,0,0,0,2,1,0,3,42,12,42.2999992370605
27500,0,0,0,0,2,3,1,4,29,12,46
11000,0,0,1,0,2,2,0,2,40,12,15
0,-5,0,0,0,2,3,1,1,34,10,60
0,0,0,0,0,2,1,0,3,44,0,0
0,15000,0,0,0,2,3,1,2,33,12,48
8000,8300,0,0,0,2,4,1,1,47,12,40
0,0,0,1,1,2,2,1,2,20,0,0
15000,0,0,1,0,2,3,0,1,36,2,20
9000,62000,0,0,0,2,3,1,3,29,12,45
0,-5,0,0,0,2,1,0,3,40,12,40
130000,0,0,0,0,1,1,0,4,50,12,60
75000,55000,0,0,0,2,2,0,4,40,12,37
2400,0,0,0,0,2,3,0,4,41,11,8
37000,35000,0,0,0,2,3,1,4,33,12,40
27500,25000,0,0,0,2,2,0,2,25,12,37
0,0,0,0,0,1,NA,0,1,32,0,0
20000,0,0,0,0,2,2,0,2,24,10,20
15000,0,0,0,0,1,4,1,2,46,12,48
19000,34000,0,0,0,2,3,1,4,47,12,60
27500,5000,1,0,0,1,3,0,4,55,12,35
11520,12000,0,0,0,1,2,1,1,51,10,40
0,-5,0,0,0,2,1,0,4,50,12,42.2999992370605
27500,35000,0,0,0,2,2,1,2,43,12,42.2999992370605
38000,38000,0,0,0,2,1,0,4,45,12,43
7000,-5,0,0,0,2,3,0,2,47,12,20
0,10000,1,0,0,2,1,0,2,36,12,26
0,0,1,0,0,2,3,0,1,51,0,0
52000,85000,0,0,0,2,1,0,4,53,12,40
34000,0,0,0,0,2,2,0,3,37,12,35
0,250000,0,0,0,2,1,0,4,53,12,70
85000,55000,0,0,0,2,3,0,3,30,12,68
40000,40000,0,0,0,2,3,0,4,28,12,40
0,0,0,1,0,2,3,1,2,36,0,0
12500,0,0,0,0,2,2,1,1,45,12,32
17000,0,0,0,0,1,3,1,1,24,10,11
45000,0,0,0,0,2,1,0,4,43,12,40
8500,0,0,0,0,1,4,1,2,52,12,60
1200,0,0,0,0,2,2,1,1,44,11,42.2999992370605
21600,14400,0,0,0,1,3,1,2,38,12,48
17000,20000,0,0,0,2,3,0,2,22,12,55
0,0,0,0,0,2,3,1,1,38,0,0
5400,50000,0,0,0,2,1,0,3,40,12,60
90000,110000,0,0,0,2,1,0,4,52,12,40
-5,-5,0,0,0,1,1,0,4,47,12,25
5500,35000,0,0,0,2,2,0,3,24,12,40
36000,0,0,0,0,2,2,0,4,37,12,35
30000,40000,0,0,0,2,2,0,3,33,12,40
12500,-5,0,0,0,2,1,0,4,38,12,10
7500,17500,0,0,0,1,3,0,1,20,12,45
0,-5,0,0,0,2,3,0,3,30,12,42.2999992370605
32000,40000,0,0,0,1,2,0,4,38,12,42
0,100000,0,0,0,2,1,0,2,41,12,70
0,0,0,0,0,1,1,0,2,57,0,0
7200,0,0,0,0,2,2,1,1,38,12,40
28800,0,0,0,0,1,3,1,2,42,12,40
3840,0,0,0,0,2,3,1,3,34,12,50
18500,0,0,0,0,2,2,0,2,25,12,40
0,-5,0,0,0,2,3,0,1,32,12,42.2999992370605
25000,0,0,0,0,2,3,0,3,34,12,40
17500,55000,0,0,0,2,3,1,3,28,12,40
0,0,0,0,0,2,2,0,3,70,0,0
95000,30000,0,0,0,1,2,0,3,43,12,40
0,43000,0,0,0,1,1,0,2,73,12,46
170000,20000,0,0,0,1,1,0,4,32,12,50
0,0,0,0,0,2,1,0,4,41,0,0
22000,0,0,0,0,1,1,1,4,35,12,60
11000,0,0,0,0,2,3,1,1,38,12,33
12000,100000,0,0,0,2,1,1,4,32,12,40
0,100000,0,0,0,2,4,1,4,45,12,45
37500,44300,0,0,0,2,3,1,4,40,12,40
17600,0,0,0,0,1,3,1,1,51,11,64
20016,101000,0,0,0,2,2,0,2,37,12,90
-5,-5,0,0,0,2,NA,0,3,41,12,40
48000,0,0,0,0,1,3,0,3,37,12,35
0,50000,0,0,0,2,3,1,3,36,12,40
28800,0,0,0,0,2,3,1,1,38,12,40
25000,25000,0,0,0,1,4,1,2,53,12,36
32000,10000,0,0,0,1,3,1,3,43,12,38
43000,0,0,0,0,1,3,0,3,32,12,40
11000,0,0,0,0,2,2,0,2,41,12,40
1920,26400,0,0,0,2,3,1,4,37,12,47
-5,-5,0,0,0,1,1,1,4,33,11,30
16000,0,0,0,0,2,3,1,4,38,12,40
0,17500,0,0,0,2,3,1,3,44,12,40
0,24000,0,0,0,1,1,0,3,31,6,25
4000,70000,0,0,0,2,3,0,2,52,12,35
90000,10000,0,0,0,1,1,0,4,35,12,70
27552,27360,0,0,0,2,2,1,3,41,12,42.2999992370605
0,35000,0,0,0,2,3,1,1,28,10,40
45000,70000,0,0,0,1,2,0,3,62,9,46
10000,0,0,0,0,1,2,0,2,38,4,38
0,0,0,0,0,2,3,0,1,23,0,0
33000,0,0,0,0,2,3,0,2,21,12,5
30000,100000,0,0,0,2,1,0,4,45,12,80
0,-5,0,0,0,2,1,0,2,45,12,50
0,0,0,0,0,2,1,1,3,34,0,0
-5,-5,0,0,0,2,2,1,3,25,6,35
0,0,0,0,0,1,3,1,4,38,0,0
0,0,1,0,0,2,2,1,4,48,0,0
35000,39000,0,0,0,2,2,0,3,25,11,42.2999992370605
0,0,0,0,0,2,3,0,2,27,0,0
-5,100000,0,0,0,2,1,0,4,56,12,60
17500,0,0,1,0,2,1,0,1,49,12,30
35000,0,0,0,0,2,3,0,3,42,12,40
0,-5,0,0,0,2,NA,0,2,24,10,30
66000,2500,0,0,0,1,4,1,3,34,12,48
0,35000,1,0,0,2,3,1,4,32,12,12
16000,3500,0,0,0,1,3,1,2,29,10,40
-5,0,0,0,0,2,2,1,3,40,11,40
9600,0,0,0,0,2,3,1,1,40,12,40
48000,85000,0,0,0,2,3,0,3,32,12,40
22000,0,0,0,0,2,3,1,2,44,12,55
17500,0,0,0,0,1,3,1,2,27,9,40
5000,5000,0,0,0,1,4,1,1,46,7,50
60000,170000,0,0,0,2,1,0,4,45,12,50
125000,170000,0,0,0,1,1,0,4,42,12,50
-5,0,0,0,0,1,1,0,4,41.3242301940918,12,42.2999992370605
31500,0,0,0,0,2,4,1,3,41,12,45
17500,22500,0,0,0,2,2,1,NA,41.3242301940918,12,40
25000,0,0,0,0,1,2,1,2,48,8,40
3520,14400,0,0,0,2,3,1,1,34,12,50
23000,500,0,0,0,2,4,1,4,25,9,40
17500,0,0,0,0,2,3,1,3,42,12,40
0,0,0,1,0,2,3,1,1,44,0,0
32500,0,0,0,0,2,2,1,3,38,12,40
24000,24000,0,0,0,2,3,0,1,45,12,48
244800,0,0,0,0,2,3,0,2,41,12,35
-5,0,0,1,0,2,NA,NA,3,59,12,40
26400,45000,0,0,0,2,3,1,2,34,7,56
-5,0,0,0,0,2,3,0,2,39,12,45
6500,-5,0,0,0,2,1,0,2,30,10,20
30000,42000,0,0,0,1,3,0,3,41,12,40
40000,10000,0,0,0,1,3,1,4,42,12,50
0,41000,0,0,0,2,3,0,2,25,12,35
40000,25000,0,0,0,1,1,0,3,38,12,40
0,70000,0,0,0,2,1,0,2,28,12,42
100000,15000,0,0,0,1,1,1,4,38,12,40
10080,0,0,1,0,2,3,1,2,38,12,38
100000,125000,0,0,0,2,1,0,4,38,12,40
24000,55000,0,0,0,2,1,0,3,46,12,40
60000,80000,0,0,0,2,2,1,4,40,12,60
15000,0,0,0,0,2,1,0,3,36,12,40
2687,0,0,1,0,2,2,1,2,41,4,26
0,17000,0,0,0,2,1,1,3,21,9,45
0,0,0,0,0,2,3,1,1,42,0,0
100000,25000,0,0,0,1,1,0,4,33,12,50
0,0,1,1,1,1,3,0,1,44,0,0
15000,0,0,0,0,1,4,1,1,33,12,40
100000,75000,0,0,0,2,4,NA,4,29,12,50
35000,0,0,0,0,1,2,1,3,48,12,35
35000,75000,0,0,0,2,1,0,4,29,12,75
7000,0,0,0,0,1,3,1,2,28,7,35
100000,-5,0,0,0,2,1,0,4,45,12,40
0,0,1,0,0,2,3,1,1,50,0,0
10000,0,0,0,0,2,2,0,2,22,12,30
9000,-5,0,0,0,2,2,1,3,24,8,40
25000,0,0,0,0,2,2,0,3,37,12,35
0,0,0,0,0,1,1,0,4,29,0,0
0,0,1,0,0,2,2,0,2,56,0,0
0,0,1,1,0,2,3,0,2,35,0,0
25000,35000,0,0,0,2,1,1,4,46,12,60
9600,5000,0,0,0,1,3,1,2,32,12,72
-5,-5,0,0,0,2,1,0,4,35,10,35
100000,0,0,0,0,1,1,NA,4,50,12,42.2999992370605
25000,0,0,0,0,1,3,0,1,21,12,40
22000,70000,0,0,0,2,3,1,4,33,12,35
75000,52000,0,0,0,1,1,0,4,55,12,35
30000,40000,0,0,0,2,2,0,3,48,12,60
-5,0,0,0,0,2,2,0,2,43,12,40
36000,32000,0,0,0,2,3,1,4,41.3242301940918,12,40
23000,24000,0,0,0,2,2,0,2,21,12,40
0,18000,0,0,0,1,3,1,3,47,8,40
0,11040,0,0,0,2,3,1,1,25,12,40
7000,12500,0,0,0,2,3,0,2,39,12,40
55000,50000,0,0,0,1,1,0,4,43,12,35
28000,0,0,0,0,2,2,0,3,28,12,40
53000,0,0,0,0,1,2,1,3,27,12,60
7500,0,0,0,0,1,4,1,1,41.3242301940918,10,50
90000,15000,0,0,0,1,4,1,4,45,12,40
30000,-5,0,0,0,1,2,0,3,41,12,40
45000,45000,0,0,0,1,1,0,4,30,12,42
7500,0,0,0,0,2,2,1,1,50,6,12
4800,0,0,1,0,2,3,1,2,33,6,25
0,0,0,0,0,2,2,0,2,67,0,0
70000,80000,0,0,0,1,1,0,3,36,6,20
0,40000,1,0,0,2,1,0,2,46,12,40
0,0,1,0,0,2,3,1,1,47,0,0
20000,6000,0,0,0,2,2,0,3,35,12,40
26000,9900,0,0,0,2,3,0,3,28,12,40
55000,0,0,0,0,1,NA,0,4,28,12,35
-5,-5,0,0,0,2,1,0,4,48,12,40
13000,0,0,0,0,2,2,1,1,35,8,40
25000,0,0,0,0,2,2,1,3,35,12,28
0,100000,0,0,0,2,1,1,4,38,12,50
-5,-5,0,0,0,2,1,NA,4,36,12,40
8800,22500,0,0,0,2,3,1,1,32,12,60
22500,0,0,0,0,2,2,0,3,23,12,35
2700,0,0,1,0,2,3,0,2,35,3,25
3000,0,0,0,0,2,4,1,1,43,4,40
0,50000,0,0,0,2,3,1,4,34,11,40
200000,0,0,0,0,1,1,0,1,50,12,48
24000,0,0,0,0,2,2,0,4,34,12,64
18000,0,0,0,0,1,3,0,2,25,12,60
68000,0,0,0,0,2,3,0,3,30,12,55
1500,30000,0,0,0,2,1,0,3,34,12,75
12500,0,0,0,0,1,3,1,1,29,11,40
22000,15500,0,0,0,2,3,1,2,41,12,50
12600,30000,0,0,0,2,2,1,2,43,12,84
22000,0,0,0,0,2,2,1,1,42,7,40
70000,35000,0,0,0,1,2,1,3,37,12,35
30000,0,0,0,0,2,3,0,3,29,12,40
30000,34000,0,0,0,2,3,0,3,39,12,55
500,0,0,1,0,2,3,0,2,20,3,50
46000,0,0,0,0,2,2,0,3,39,12,60
4320,0,0,0,0,2,3,1,2,24,6,40
70000,35000,0,0,0,2,3,0,3,30,12,40
13000,86000,0,0,0,1,4,1,3,34,12,40
23000,52000,0,0,0,2,3,0,3,34,12,40
0,0,0,0,0,2,3,0,2,41,0,0
0,-5,0,0,0,2,4,1,4,50,12,40
12000,0,0,0,0,2,2,1,3,40,11,37
28000,50000,0,0,0,2,2,1,3,41.3242301940918,12,35
0,-5,0,0,0,2,4,1,2,26,11,42.2999992370605
30000,0,0,0,0,2,4,1,4,34,8,35
100000,-5,0,0,0,1,1,0,4,47,12,55
49000,42000,0,0,0,1,2,1,3,42,12,45
70000,0,0,0,0,2,2,0,2,33,12,40
35000,0,0,0,0,1,2,0,3,37,12,40
85000,20000,0,0,0,1,1,0,4,27,12,55
0,-9,0,1,0,2,3,1,1,24,0,0
28000,0,0,0,0,2,1,1,3,39,12,35
2500,14400,0,0,0,2,3,1,2,41,12,40
0,0,0,0,0,2,3,0,2,40,0,0
50000,55000,0,0,0,2,4,0,4,32,12,50
-5,-5,0,1,0,2,2,0,2,40,6,40
41000,70000,0,0,0,2,3,0,3,31,12,35
56000,0,0,0,0,2,2,0,3,37,12,50
7000,0,0,0,0,1,3,1,3,46,12,40
13500,5000,0,0,0,1,3,1,1,32,9,45
26000,0,0,0,0,2,3,0,2,23,12,40
14448,0,0,0,0,1,2,0,3,43,12,47
30000,0,0,0,0,2,3,1,3,48,12,40
0,19200,0,0,0,2,3,1,1,30,12,40
0,0,0,1,0,2,3,1,1,28,0,0
70000,0,0,0,0,1,3,0,2,46,12,40
0,17500,0,0,0,2,1,0,2,40,12,48
23000,19000,0,0,0,2,1,0,2,25,12,40
1600,21600,0,0,0,2,3,1,2,28,9,55
65000,35000,0,0,0,1,1,1,3,54,12,35
40000,0,0,0,0,2,2,1,4,33,12,35
12500,0,0,0,0,1,4,1,1,36,8,50
12500,0,0,0,0,2,3,0,3,36,6,20
36000,0,0,0,0,1,4,1,2,44,8,60
100000,0,0,0,0,1,3,0,4,45,12,48
-9,-9,0,0,0,1,2,1,1,43,0,0
32000,32000,0,0,0,2,2,1,3,29,12,40
7000,36000,0,0,0,2,3,1,3,28,12,35
50000,60000,0,0,0,2,NA,NA,3,50,12,47
100000,0,0,0,0,1,1,0,4,45,12,40
0,0,0,0,0,1,2,0,3,63,0,0
44000,-5,0,0,0,2,2,NA,4,44,12,30
0,0,0,0,0,1,1,0,3,68,0,0
72000,2500,0,0,0,1,1,0,4,33,12,40
100000,24000,0,0,0,1,1,0,4,35,12,60
45000,0,0,0,0,2,2,0,4,34,12,50
13500,0,0,0,0,2,1,0,2,23,12,20
70000,0,0,0,0,2,1,0,3,28,10,45
0,0,0,0,0,2,1,0,4,47,0,0
0,-5,0,0,0,2,1,1,1,50,12,35
31000,60000,0,0,0,2,2,0,4,34,12,60
45000,35000,0,0,0,1,2,0,3,33,12,48
0,-5,0,1,0,2,4,1,3,24,12,20
0,10000,0,0,0,2,1,0,2,44,10,20
-5,0,0,0,0,1,1,0,3,31,12,40
21600,0,0,0,0,1,2,0,2,49,12,48
0,-5,0,0,0,2,1,1,1,32,12,42.2999992370605
500000,10000,0,0,0,2,1,1,4,48,12,60
12000,14400,0,0,0,2,3,1,1,33,12,40
82000,0,0,0,0,2,3,0,4,31,12,55
